
FullName                                                                                                                                                                               LastWriteTime             Length
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\https-proxy-agent\node_modules\debug\node.js                                                        1/26/2026 8:46:26 PM          40
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\https-proxy-agent\node_modules\debug\LICENSE                                                        1/26/2026 8:46:26 PM        1107
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\https-proxy-agent\node_modules\debug\dist\debug.js                                                  1/26/2026 8:46:26 PM       26324
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\https-proxy-agent\node_modules\debug\CHANGELOG.md                                                   1/26/2026 8:46:25 PM       12950
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\https-proxy-agent\README.md                                                                         1/26/2026 8:46:25 PM        4730
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\https-proxy-agent\package.json                                                                      1/26/2026 8:46:25 PM         792
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\https-proxy-agent\index.js                                                                          1/26/2026 8:46:25 PM        6351
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\https-proxy-agent\History.md                                                                        1/26/2026 8:46:25 PM        3466
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\https-proxy-agent\.eslintrc.js                                                                      1/26/2026 8:46:25 PM        2935
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\https-proxy-agent\.editorconfig                                                                     1/26/2026 8:46:25 PM         715
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\node_modules\debug\src\node.js                                                     1/26/2026 8:46:25 PM        4339
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\node_modules\debug\src\index.js                                                    1/26/2026 8:46:24 PM         263
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\node_modules\debug\src\debug.js                                                    1/26/2026 8:46:24 PM        4889
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\node_modules\debug\src\browser.js                                                  1/26/2026 8:46:24 PM        5707
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\node_modules\debug\README.md                                                       1/26/2026 8:46:24 PM       19827
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\node_modules\debug\package.json                                                    1/26/2026 8:46:24 PM        1021
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\node_modules\debug\node.js                                                         1/26/2026 8:46:24 PM          40
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\node_modules\debug\Makefile                                                        1/26/2026 8:46:24 PM        1234
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\node_modules\debug\LICENSE                                                         1/26/2026 8:46:24 PM        1107
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\node_modules\debug\karma.conf.js                                                   1/26/2026 8:46:24 PM        1736
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\node_modules\debug\CHANGELOG.md                                                    1/26/2026 8:46:24 PM       12950
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\node_modules\debug\.travis.yml                                                     1/26/2026 8:46:24 PM         185
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\node_modules\debug\.npmignore                                                      1/26/2026 8:46:24 PM          72
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\node_modules\debug\.eslintrc                                                       1/26/2026 8:46:24 PM         219
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\node_modules\debug\.coveralls.yml                                                  1/26/2026 8:46:24 PM          46
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\test\test.js                                                                       1/26/2026 8:46:24 PM        9637
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\test\ssl-cert-snakeoil.pem                                                         1/26/2026 8:46:24 PM         696
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\test\ssl-cert-snakeoil.key                                                         1/26/2026 8:46:24 PM         887
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\README.md                                                                          1/26/2026 8:46:24 PM        2496
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\package.json                                                                       1/26/2026 8:46:24 PM         754
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\index.js                                                                           1/26/2026 8:46:24 PM        3499
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\History.md                                                                         1/26/2026 8:46:24 PM        2593
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\http-proxy-agent\.travis.yml                                                                        1/26/2026 8:46:24 PM         292
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\getmac\README.md                                                                                    1/26/2026 8:46:24 PM        8097
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\getmac\package.json                                                                                 1/26/2026 8:46:24 PM        2959
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\getmac\LICENSE.md                                                                                   1/26/2026 8:46:24 PM        1348
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\getmac\HISTORY.md                                                                                   1/26/2026 8:46:24 PM        1190
C:\Users\zoole\.antigravity\extensions\ms-mssql.mssql-1.9.0-universal\node_modules\getmac\es5\lib\getmac.js                                                                            1/26/2026 8:46:24 PM        1562
